adm_id,harvest_year,yield,harvest_area,production,country_code,latitude,longitude,awc,bulk_density,drainage_class,prec_sum,tmin_mean,tmax_mean,tavg_mean,rad_mean,et0_mean,vpd_mean,cwb_mean,ndvi_mean,ndvi_max,fpar_mean,fpar_max
ZM-A2-0105,2003,3.18,3846.929,12235.127,ZM,-14.4187,28.36645,12.1,1.355,5,869.0500000000001,15.817320547945206,26.115720547945205,20.505046575342465,20861427.501369864,4.7760630136986295,19.378553424657536,-2.395104109589041,0.5200227272727272,0.815,47.20769444444445,69.306
ZM-A2-0105,2004,4.053,3065.905,12424.738,ZM,-14.4187,28.36645,12.1,1.355,5,854.538,15.637472677595627,25.883322404371587,20.2713825136612,20416455.11748634,4.662459016393442,18.67685792349727,-2.327655737704918,0.5083636363636364,0.779,45.62163888888889,66.882
ZM-A2-0105,2005,3.14,5763.701,18096.948,ZM,-14.4187,28.36645,12.1,1.355,5,641.936,16.314917808219178,27.062375342465753,21.362008219178083,21592167.482191782,5.245,22.096413698630137,-3.4862712328767125,0.46120000000000005,0.747,41.68308333333333,64.241
ZM-A2-0105,2006,2.343,2852.405,6684.023,ZM,-14.4187,28.36645,12.1,1.355,5,827.184,15.789361643835617,25.984317808219178,20.45333698630137,20457386.608219177,4.685909589041096,18.768635616438356,-2.4196520547945206,0.5114666666666666,0.789,46.33394444444444,69.639
ZM-A2-0105,2007,3.847,6700.709,25776.082,ZM,-14.4187,28.36645,12.1,1.355,5,1159.531,15.805693150684933,26.069523287671235,20.476057534246575,20439054.468493152,4.716728767123287,19.05607397260274,-1.5399315068493151,0.5077619047619047,0.847,45.608555555555554,68.724
ZM-A2-0105,2008,3.172,8660.968,27476.916,ZM,-14.4187,28.36645,12.1,1.355,5,980.683,15.319931693989071,25.848693989071037,20.09994262295082,20942862.013661202,4.833150273224044,19.629377049180327,-2.153688524590164,0.4952857142857143,0.792,45.38941666666667,66.567
ZM-A2-0105,2009,3.139,6656.428,20894.916,ZM,-14.4187,28.36645,12.1,1.355,5,1058.029,15.423227397260273,25.41382191780822,19.893298630136986,20258697.66849315,4.526621917808219,17.447112328767123,-1.6279123287671233,0.5198636363636363,0.791,47.286833333333334,68.935
ZM-A2-0105,2010,2.019,4080.074,8237.202,ZM,-14.4187,28.36645,12.1,1.355,5,1166.533,15.977123287671231,26.084824657534245,20.542021917808217,20185538.739726026,4.630517808219178,18.496120547945203,-1.43453698630137,0.5239111111111111,0.794,47.08088888888889,69.732
ZM-A2-0105,2011,4.294,6417.091,27551.889,ZM,-14.4187,28.36645,12.1,1.355,5,777.52,15.593419178082192,26.283898630136985,20.476605479452054,21145167.07671233,4.749035616438356,19.581150684931508,-2.6188438356164383,0.5166086956521739,0.755,45.955000000000005,68.599
ZM-A2-0105,2012,3.333,5312.632,17705.498,ZM,-14.4187,28.36645,12.1,1.355,5,941.351,15.710019125683061,26.448270491803274,20.658715846994536,20810904.158469945,4.804718579234973,20.19538524590164,-2.23272131147541,0.5195652173913043,0.768,45.75963888888889,68.254
ZM-A2-0105,2013,2.604,7158.486,18638.59,ZM,-14.4187,28.36645,12.1,1.355,5,820.361,16.06171780821918,26.571879452054798,20.874583561643835,21032426.098630138,4.909641095890411,20.631780821917808,-2.662076712328767,0.48513953488372097,0.757,44.05913888888889,70.841
ZM-A2-0105,2014,2.83,7265.191,20559.018,ZM,-14.4187,28.36645,12.1,1.355,5,855.556,16.221076712328767,26.518616438356165,21.024087671232877,20888063.378082193,4.975983561643836,20.794991780821917,-2.6319945205479454,0.452,0.817,42.81086111111111,70.152
ZM-A2-0105,2015,2.191,7575.879,16599.219,ZM,-14.4187,28.36645,12.1,1.355,5,892.125,15.85281095890411,26.604180821917808,20.834479452054794,21303505.61780822,4.898358904109589,20.41670684931507,-2.454180821917808,0.5029777777777777,0.768,44.587583333333335,68.803
ZM-A2-0105,2016,1.99,6956.395,13845.073,ZM,-14.4187,28.36645,12.1,1.355,5,865.659,16.259926229508196,26.740117486338796,21.13770218579235,21060283.38661202,4.9781939890710385,20.89881693989071,-2.6130054644808745,0.4811818181818182,0.767,44.39055555555555,69.952
ZM-A2-0105,2017,3.137,8912.145,27955.511,ZM,-14.4187,28.36645,12.1,1.355,5,1162.328,16.0536301369863,25.839876712328767,20.50464109589041,19624289.11506849,4.5296520547945205,18.1964301369863,-1.3451917808219178,0.5373953488372093,0.818,46.63763888888889,66.748
ZM-A2-0106,2001,0.726,9494.099,6894.08,ZM,-14.0812,28.49417,12.479,1.342,5,1148.332,15.90835890410959,26.51807397260274,20.68157808219178,20330726.997260273,4.605698630136986,19.865695890410958,-1.4595835616438357,0.5853953488372093,0.787,50.01272222222222,64.604
ZM-A2-0106,2002,1.739,9395.961,16336.535,ZM,-14.0812,28.49417,12.479,1.342,5,856.305,16.052394520547946,26.85550684931507,21.00938904109589,20660563.545205478,4.801997260273973,20.845635616438358,-2.4559561643835615,0.544804347826087,0.773,49.10633333333333,69.215
ZM-A2-0106,2003,2.223,23029.335,51194.54,ZM,-14.0812,28.49417,12.479,1.342,5,1047.494,15.82627397260274,26.547205479452053,20.636139726027398,20662766.10958904,4.690106849315068,20.15727123287671,-1.8202602739726026,0.5728,0.786,51.45088888888889,68.26
ZM-A2-0106,2004,2.418,22948.264,55487.974,ZM,-14.0812,28.49417,12.479,1.342,5,995.223,15.665620218579235,26.32768579234973,20.426024590163934,20230679.05464481,4.5932704918032785,19.570983606557377,-1.8740819672131148,0.5701739130434783,0.794,50.37661111111111,67.135
ZM-A2-0106,2005,1.132,23513.223,26609.867,ZM,-14.0812,28.49417,12.479,1.342,5,731.614,16.283153424657534,27.439797260273973,21.470391780821917,21404274.652054794,5.111632876712329,22.79737808219178,-3.1072109589041097,0.5126521739130435,0.789,45.59575,64.416
ZM-A2-0106,2006,2.033,35450.077,72062.26,ZM,-14.0812,28.49417,12.479,1.342,5,994.65,15.79415890410959,26.39284109589041,20.580021917808217,20268886.10410959,4.605972602739726,19.55992602739726,-1.880904109589041,0.5609333333333334,0.761,50.83472222222222,69.892
ZM-A2-0106,2007,1.653,29248.17,48357.178,ZM,-14.0812,28.49417,12.479,1.342,5,1199.14,15.854345205479452,26.56047397260274,20.683052054794523,20283353.473972604,4.66508493150685,20.088260273972605,-1.3797698630136985,0.5695652173913043,0.807,49.19225,68.408
ZM-A2-0106,2008,2.308,41781.419,96450.949,ZM,-14.0812,28.49417,12.479,1.342,5,1034.708,15.39303005464481,26.33251912568306,20.31064207650273,20770931.715846993,4.765437158469946,20.607150273224043,-1.9383661202185793,0.5551777777777778,0.779,48.69225,65.899
ZM-A2-0106,2009,1.875,44375.181,83213.598,ZM,-14.0812,28.49417,12.479,1.342,5,1163.336,15.565309589041096,25.97895890410959,20.186093150684933,20052909.920547944,4.508868493150685,18.662827397260273,-1.3216465753424658,0.5695869565217392,0.749,49.819694444444444,64.716
ZM-A2-0106,2010,2.019,43038.797,86874.905,ZM,-14.0812,28.49417,12.479,1.342,5,1222.296,15.98498904109589,26.572575342465754,20.72811232876712,20123214.865753423,4.6027945205479455,19.60096712328767,-1.2540383561643835,0.5542222222222223,0.775,48.906555555555556,66.062
ZM-A2-0106,2011,2.124,47272.133,100406.944,ZM,-14.0812,28.49417,12.479,1.342,5,935.114,15.610797260273973,26.660999999999998,20.592528767123287,20913938.02739726,4.667030136986301,20.27569315068493,-2.1050739726027397,0.5554782608695652,0.755,48.70616666666667,68.197
ZM-A2-0106,2012,2.763,43824.685,121098.587,ZM,-14.0812,28.49417,12.479,1.342,5,1057.408,15.722234972677596,26.79774043715847,20.772420765027324,20560419.88797814,4.6960382513661205,20.853185792349727,-1.8069453551912569,0.5390869565217391,0.736,47.41983333333334,66.821
ZM-A2-0106,2013,2.566,45744.046,117359.952,ZM,-14.0812,28.49417,12.479,1.342,5,902.167,16.077446575342467,26.9773095890411,21.01314520547945,20847806.249315068,4.815890410958904,21.424583561643836,-2.3442000000000003,0.5399333333333334,0.762,48.00491666666667,69.57
ZM-A2-0106,2014,2.874,67628.917,194354.776,ZM,-14.0812,28.49417,12.479,1.342,5,987.43,16.229701369863015,26.938838356164382,21.16141095890411,20644387.7630137,4.860049315068493,21.61880273972603,-2.154761643835616,0.5243043478260869,0.827,45.67472222222222,66.673
ZM-A2-0106,2015,1.808,73518.858,132925.957,ZM,-14.0812,28.49417,12.479,1.342,5,985.769,15.922282191780821,27.043742465753425,21.0055698630137,21079734.230136987,4.813767123287671,21.266208219178083,-2.113030136986301,0.5437173913043478,0.807,47.559694444444446,67.082
ZM-A2-0106,2016,2.698,68105.266,183745.278,ZM,-14.0812,28.49417,12.479,1.342,5,988.876,16.27884699453552,27.080043715846994,21.252371584699453,20842473.63114754,4.864308743169399,21.575666666666667,-2.1624617486338797,0.5202888888888889,0.81,46.84458333333333,68.53
ZM-A2-0106,2017,2.563,82936.404,212549.682,ZM,-14.0812,28.49417,12.479,1.342,5,1274.927,16.109983561643837,26.353643835616438,20.714942465753424,19522947.567123286,4.496046575342466,19.229271232876712,-1.0030958904109588,0.5607173913043478,0.795,47.91536111111111,67.056
ZM-A2-0110,2001,1.236,7098.0,8774.82,ZM,-13.96444,29.41313,11.978,1.353,5,1212.214,15.491978082191782,25.341641095890413,19.891712328767124,20060834.41369863,4.436904109589041,17.791194520547947,-1.1157698630136985,0.5942045454545455,0.784,49.88691666666667,64.846
ZM-A2-0110,2002,2.063,14014.0,28909.0,ZM,-13.96444,29.41313,11.978,1.353,5,866.972,15.603687671232876,25.56928493150685,20.1527698630137,20410269.28219178,4.612887671232877,18.413912328767125,-2.237621917808219,0.5477173913043478,0.763,47.91569444444444,66.365
ZM-A2-0110,2003,3.779,32101.91,121315.55,ZM,-13.96444,29.41313,11.978,1.353,5,1041.82,15.358931506849316,25.32507397260274,19.812753424657533,20325401.82191781,4.4963205479452055,17.93705205479452,-1.6420191780821918,0.589304347826087,0.792,51.438722222222225,67.229
ZM-A2-0110,2004,5.452,23230.528,126642.917,ZM,-13.96444,29.41313,11.978,1.353,5,1031.238,15.232177595628414,25.08172131147541,19.605685792349725,19873741.37704918,4.410295081967213,17.3525956284153,-1.5927049180327868,0.5920869565217391,0.783,50.955777777777776,65.051
ZM-A2-0110,2005,3.266,27345.0,89308.5,ZM,-13.96444,29.41313,11.978,1.353,5,719.196,15.782594520547946,26.169950684931504,20.580482191780824,21228125.438356165,4.933079452054795,20.332994520547945,-2.962679452054794,0.5272608695652174,0.858,46.37544444444445,64.208
ZM-A2-0110,2006,5.584,35060.0,195781.0,ZM,-13.96444,29.41313,11.978,1.353,5,1091.353,15.387336986301369,25.18712602739726,19.785115068493152,19996465.06027397,4.42781095890411,17.359986301369865,-1.4378027397260273,0.5843695652173914,0.787,50.33102777777778,66.887
ZM-A2-0110,2007,4.664,29995.282,139906.634,ZM,-13.96444,29.41313,11.978,1.353,5,1229.077,15.433931506849316,25.25395342465753,19.812106849315068,19912946.9260274,4.458638356164384,17.641616438356163,-1.0913041095890412,0.5729555555555556,0.787,49.54088888888889,67.204
ZM-A2-0110,2008,3.148,17195.0,54130.0,ZM,-13.96444,29.41313,11.978,1.353,5,1074.362,15.018319672131147,24.991483606557377,19.467234972677595,20426318.098360654,4.557073770491803,18.11041530054645,-1.6216584699453553,0.5618,0.756,49.34463888888889,66.331
ZM-A2-0110,2009,3.9,22550.65,87956.252,ZM,-13.96444,29.41313,11.978,1.353,5,1194.345,15.214550684931506,24.72167397260274,19.42718630136986,19745450.297260273,4.31073698630137,16.4377698630137,-1.038558904109589,0.5818913043478261,0.749,50.45502777777778,63.782
ZM-A2-0110,2010,2.98,18297.843,54519.422,ZM,-13.96444,29.41313,11.978,1.353,5,1274.531,15.582005479452054,25.299391780821917,19.914331506849315,19812349.793150686,4.4037999999999995,17.3267698630137,-0.9119342465753425,0.5705777777777777,0.82,49.68161111111111,64.27
ZM-A2-0110,2011,3.764,34535.894,130000.201,ZM,-13.96444,29.41313,11.978,1.353,5,907.7090000000001,15.26964109589041,25.419424657534247,19.815849315068494,20712241.31780822,4.510860273972603,18.056364383561643,-2.023986301369863,0.5714565217391304,0.749,49.65727777777778,65.732
ZM-A2-0110,2012,3.287,23775.815,78159.825,ZM,-13.96444,29.41313,11.978,1.353,5,1047.083,15.3495,25.610437158469946,19.99491530054645,20350316.521857925,4.547904371584699,18.709297814207652,-1.6870218579234975,0.5582173913043479,0.746,48.73861111111111,66.268
ZM-A2-0110,2013,3.252,25181.694,81880.02,ZM,-13.96444,29.41313,11.978,1.353,5,896.1419999999999,15.651186301369863,25.852983561643835,20.259501369863013,20675977.715068493,4.686197260273973,19.45542191780822,-2.231013698630137,0.5561304347826087,0.754,49.218555555555554,68.397
ZM-A2-0110,2014,4.423,29530.093,130616.547,ZM,-13.96444,29.41313,11.978,1.353,5,925.842,15.819920547945205,25.839605479452054,20.416054794520548,20378614.052054796,4.715350684931507,19.63360273972603,-2.1787972602739725,0.5430888888888888,0.841,47.288,66.179
ZM-A2-0110,2015,2.619,19909.38,52134.436,ZM,-13.96444,29.41313,11.978,1.353,5,979.578,15.582498630136987,25.977021917808216,20.321405479452054,20896390.35890411,4.685780821917808,19.409350684931507,-2.0020054794520545,0.5561521739130434,0.742,48.80558333333333,67.871
ZM-A2-0110,2016,3.299,20349.591,67125.257,ZM,-13.96444,29.41313,11.978,1.353,5,939.933,15.858319672131147,26.005357923497264,20.53871038251366,20685248.773224045,4.729153005464481,19.590707650273224,-2.161030054644809,0.5419782608695652,0.806,47.73888888888889,68.46
ZM-A2-0110,2017,3.267,29422.98,96130.696,ZM,-13.96444,29.41313,11.978,1.353,5,1253.227,15.655665753424659,25.227416438356162,19.964186301369864,19270551.975342467,4.31472602739726,17.15770684931507,-0.881227397260274,0.5822826086956522,0.811,48.85908333333333,65.028
ZM-A2-0111,2001,1.176,9796.0,11523.24,ZM,-13.16297,30.15812,12.056,1.353,5,1247.299,14.930115068493151,25.03708767123288,19.40438904109589,20093103.95068493,4.359621917808219,17.68861369863014,-0.9423643835616439,0.5937111111111111,0.772,51.00202777777778,64.936
ZM-A2-0111,2002,1.127,5636.0,6353.0,ZM,-13.16297,30.15812,12.056,1.353,5,1039.095,14.963169863013698,25.10517808219178,19.5431698630137,20180363.619178083,4.42951506849315,17.865819178082194,-1.5826794520547944,0.5785217391304348,0.786,51.11822222222222,68.112
ZM-A2-0111,2003,1.489,9524.0,14185.51,ZM,-13.16297,30.15812,12.056,1.353,5,1193.373,14.804334246575344,25.020663013698627,19.32326301369863,20337204.92328767,4.403761643835616,17.717487671232877,-1.1342465753424658,0.5889347826086957,0.762,51.561527777777776,67.088
ZM-A2-0111,2004,1.592,11880.23,18907.896,ZM,-13.16297,30.15812,12.056,1.353,5,1301.155,14.66552732240437,24.626404371584698,19.05891256830601,19734564.5,4.264363387978142,16.799609289617486,-0.709295081967213,0.5982608695652174,0.782,52.43508333333333,67.095
ZM-A2-0111,2005,1.051,10955.0,11513.45,ZM,-13.16297,30.15812,12.056,1.353,5,873.936,15.053452054794521,25.6,19.90808219178082,21166329.97260274,4.730572602739726,19.444101369863013,-2.336227397260274,0.5573913043478261,0.76,50.27875,67.219
ZM-A2-0111,2006,2.138,11119.0,23769.0,ZM,-13.16297,30.15812,12.056,1.353,5,1298.3220000000001,14.809819178082192,24.805805479452058,19.254854794520547,20019232.683561645,4.320539726027397,17.031706849315068,-0.7634931506849315,0.5957608695652175,0.775,52.49766666666667,68.864
ZM-A2-0111,2007,1.514,15114.55,22890.093,ZM,-13.16297,30.15812,12.056,1.353,5,1419.846,14.857890410958904,24.828408219178083,19.26626575342466,19787517.87260274,4.323260273972603,17.19675890410959,-0.4332712328767123,0.5937173913043479,0.771,50.91083333333333,67.484
ZM-A2-0111,2008,1.694,14333.0,24274.0,ZM,-13.16297,30.15812,12.056,1.353,5,1173.892,14.513874316939892,24.606183060109288,19.01714480874317,20311932.99453552,4.42318306010929,17.65451092896175,-1.215827868852459,0.5835217391304347,0.83,51.34166666666667,68.108
ZM-A2-0111,2009,2.224,15618.14,34732.141,ZM,-13.16297,30.15812,12.056,1.353,5,1286.1,14.716794520547946,24.486504109589042,19.029202739726028,19832588.983561642,4.2519835616438355,16.43314794520548,-0.7284219178082192,0.5993777777777778,0.787,52.215916666666665,65.519
ZM-A2-0111,2010,3.103,25644.247,79567.025,ZM,-13.16297,30.15812,12.056,1.353,5,1375.003,15.063106849315067,25.028994520547947,19.504128767123287,20000058.493150685,4.366564383561644,17.38555890410959,-0.5994328767123288,0.5871777777777778,0.769,51.23663888888889,66.154
ZM-A2-0111,2011,3.188,17273.73,55064.667,ZM,-13.16297,30.15812,12.056,1.353,5,1058.062,14.751287671232877,24.9680301369863,19.30372602739726,20705945.449315067,4.399602739726028,17.504027397260273,-1.5008027397260275,0.5906521739130435,0.771,51.974833333333336,67.81
ZM-A2-0111,2012,3.066,19517.816,59837.479,ZM,-13.16297,30.15812,12.056,1.353,5,1221.44,14.802617486338796,25.1483087431694,19.440601092896177,20176457.590163935,4.393691256830601,18.09948087431694,-1.0564234972677595,0.587391304347826,0.755,50.772999999999996,65.225
ZM-A2-0111,2013,2.958,14964.834,44266.564,ZM,-13.16297,30.15812,12.056,1.353,5,1016.831,15.065063013698628,25.481542465753428,19.785372602739727,20678637.597260274,4.568408219178083,19.104027397260275,-1.7825698630136988,0.5804565217391304,0.777,51.20663888888889,69.536
ZM-A2-0111,2014,3.115,18169.013,56595.985,ZM,-13.16297,30.15812,12.056,1.353,5,1103.602,15.233216438356164,25.420827397260275,19.885145205479454,20340534.728767123,4.565221917808219,19.05690684931507,-1.5416547945205479,0.5755217391304348,0.78,51.02625,68.85
ZM-A2-0111,2015,2.077,19205.992,39882.998,ZM,-13.16297,30.15812,12.056,1.353,5,1079.956,15.098323287671233,25.545315068493153,19.843761643835617,20737558.271232877,4.540232876712329,18.885928767123286,-1.5814493150684932,0.5868695652173913,0.763,51.90244444444445,68.816
ZM-A2-0111,2016,2.736,17205.107,47080.585,ZM,-13.16297,30.15812,12.056,1.353,5,1149.053,15.230713114754098,25.524978142076503,19.959243169398906,20770347.008196723,4.589855191256831,18.941043715846995,-1.4503661202185791,0.5909130434782608,0.879,50.61072222222222,67.847
ZM-A2-0111,2017,2.435,22195.448,54037.568,ZM,-13.16297,30.15812,12.056,1.353,5,1354.443,15.144816438356164,24.92872602739726,19.549441095890412,19387605.76712329,4.245364383561644,16.98865205479452,-0.5345616438356164,0.610108695652174,0.826,51.441805555555554,65.339
ZM-A2-0113,2001,1.338,16648.0,22270.14,ZM,-15.00979,27.15114,12.814,1.408,5,1131.917,16.228490410958905,27.226361643835613,21.250950684931507,20648745.454794522,4.737441095890411,21.494482191780822,-1.6362986301369864,0.5757045454545454,0.817,50.249694444444444,71.195
ZM-A2-0113,2002,1.273,18189.0,23155.0,ZM,-15.00979,27.15114,12.814,1.408,5,741.257,16.453794520547945,27.784353424657535,21.75475068493151,21176986.726027396,5.021539726027397,23.09951506849315,-2.9906986301369862,0.4968260869565217,0.762,45.42597222222222,72.607
ZM-A2-0113,2003,1.358,21985.36,29860.06,ZM,-15.00979,27.15114,12.814,1.408,5,1011.442,16.363498630136984,27.38761917808219,21.42524109589041,21000951.010958903,4.897613698630137,22.390013698630135,-2.1265397260273975,0.5483333333333333,0.796,50.18808333333333,71.566
ZM-A2-0113,2004,1.728,21091.43,36439.522,ZM,-15.00979,27.15114,12.814,1.408,5,984.448,16.07748087431694,27.075106557377048,21.102098360655738,20519568.8852459,4.736084699453552,21.282262295081967,-2.04633606557377,0.5362,0.822,49.12241666666667,69.122
ZM-A2-0113,2005,0.789,19602.0,15471.58,ZM,-15.00979,27.15114,12.814,1.408,5,775.747,16.659679452054796,28.184961643835617,22.0866301369863,21563873.287671234,5.228821917808219,24.667580821917806,-3.1034876712328763,0.4732608695652174,0.782,41.62277777777778,66.257
ZM-A2-0113,2006,1.509,18008.0,27177.0,ZM,-15.00979,27.15114,12.814,1.408,5,939.614,16.231884931506848,27.15486301369863,21.24871506849315,20589869.24657534,4.767493150684931,21.456794520547945,-2.193208219178082,0.5438636363636363,0.785,49.00577777777778,72.193
ZM-A2-0113,2007,1.906,21452.377,40897.991,ZM,-15.00979,27.15114,12.814,1.408,5,1165.419,16.21692602739726,27.310558904109588,21.34063287671233,20523075.665753424,4.801709589041096,21.960882191780822,-1.6087808219178084,0.5498666666666666,0.824,48.33958333333333,70.827
ZM-A2-0113,2008,1.459,28220.0,41171.0,ZM,-15.00979,27.15114,12.814,1.408,5,1106.0049999999999,15.7425956284153,27.345584699453553,21.049273224043716,20980065.06830601,4.924322404371584,22.99605191256831,-1.9024508196721313,0.5524565217391304,0.781,48.05158333333333,69.279
ZM-A2-0113,2009,1.447,35774.34,51769.113,ZM,-15.00979,27.15114,12.814,1.408,5,1027.063,15.786865753424658,26.89347397260274,20.847616438356166,20524306.93972603,4.68441095890411,20.710942465753423,-1.870539726027397,0.5539999999999999,0.796,48.67219444444444,69.156
ZM-A2-0113,2010,2.654,41832.476,111010.496,ZM,-15.00979,27.15114,12.814,1.408,5,1190.484,16.425175342465753,27.444556164383563,21.453646575342468,20365399.88219178,4.7490575342465755,21.48198082191781,-1.4874575342465755,0.5516086956521739,0.794,48.455527777777775,68.886
ZM-A2-0113,2011,2.659,35944.085,95567.656,ZM,-15.00979,27.15114,12.814,1.408,5,994.025,15.942156164383562,27.432542465753425,21.203402739726027,21042219.843835615,4.77952602739726,22.096564383561645,-2.0561698630136984,0.5389782608695652,0.815,47.18413888888889,69.257
ZM-A2-0113,2012,2.458,34109.441,83851.565,ZM,-15.00979,27.15114,12.814,1.408,5,1029.994,16.143948087431696,27.59187704918033,21.444937158469944,20819331.010928962,4.837650273224043,22.745598360655734,-2.0234590163934425,0.5250217391304348,0.781,46.494166666666665,70.134
ZM-A2-0113,2013,1.507,48546.516,73162.28,ZM,-15.00979,27.15114,12.814,1.408,5,971.497,16.484816438356162,27.82054794520548,21.69890410958904,21063341.88219178,4.949969863013699,23.300931506849317,-2.2883342465753422,0.5107727272727273,0.772,45.63130555555556,70.123
