key,year,yield_t_ha,region1,region2,band_0_mean,band_1_mean,band_2_mean,band_3_mean,band_4_mean,band_5_mean,band_6_mean,band_7_mean,band_8_mean,band_0_std,band_1_std,band_2_std,band_3_std,band_4_std,band_5_std,band_6_std,band_7_std,band_8_std,band_0_min,band_1_min,band_2_min,band_3_min,band_4_min,band_5_min,band_6_min,band_7_min,band_8_min,band_0_max,band_1_max,band_2_max,band_3_max,band_4_max,band_5_max,band_6_max,band_7_max,band_8_max
erie_oh_2006,2006,2.8245449187378426,erie,oh_2006,0.029296874999999938,0.031249999999999983,0.026367187499999997,0.02734374999999996,0.031249999999999993,0.031249999999999962,0.031249999999999993,0.031249999999999997,0.03027343749999999,0.06434397107916351,0.048063362752165675,0.05198897277406034,0.05318617759358859,0.051346057342395786,0.05716836271279649,0.06382169149405109,0.10759298955038556,0.10830225164309473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22844574780058652,0.3495601173020528,0.33284457478005863,0.2375366568914956,0.37653958944281524,0.46099706744868035,0.8886489821098088,0.9484777517564403
cherry_ne_2006,2006,3.698808822156699,cherry,ne_2006,0.029296875,0.031250000000000076,0.029296875000000017,0.029296875000000035,0.03125000000000005,0.03125000000000004,0.03125000000000004,0.031250000000000014,0.031249999999999993,0.044796243667663514,0.05474939365799949,0.05065067557633767,0.04825105937288659,0.052256583688238295,0.05693084165183888,0.06294151785253972,0.10293316439304917,0.10221112786097084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33076923076923076,0.5454545454545454,0.3153846153846154,0.3230769230769231,0.34615384615384615,0.6230769230769231,0.6538461538461539,0.8307692307692308,0.7777777777777778
hardin_oh_2014,2014,3.571031790118558,hardin,oh_2014,0.025390625,0.031249999999999962,0.02539062499999996,0.025390624999999962,0.031249999999999972,0.031249999999999986,0.031249999999999972,0.031249999999999993,0.028320312499999993,0.04579523706164555,0.04897621995263454,0.047930194187835826,0.045147795593238726,0.047818112218825176,0.05929163663699637,0.07189878295935025,0.11859589751460252,0.11686591728668842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3601230275474726,0.36363636363636365,0.3550414549344745,0.3304359454399572,0.2693310165073849,0.4513238833912811,0.7217170366408131,0.9577427119550682,0.9272727272727272
pettis_mo_2006,2006,1.7485278068377121,pettis,mo_2006,0.0312499999999999,0.03124999999999991,0.031249999999999896,0.031249999999999886,0.03124999999999993,0.03124999999999992,0.03124999999999993,0.03124999999999998,0.031249999999999976,0.05420434882802737,0.04120793504922433,0.05881376573975171,0.059927121264891664,0.04799560372694906,0.05885296120298109,0.06465283388203083,0.11433471884760477,0.11899996691677604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985143207229285,0.1785878388727217,0.36881605146270485,0.3547250727523357,0.20790562279760993,0.3297595343850513,0.3592869114734116,0.943942410782662,0.958646040741308
floyd_ia_2015,2015,3.9005620306379734,floyd,ia_2015,0.030273437499999997,0.031249999999999965,0.0283203125,0.028320312499999993,0.03125,0.031249999999999993,0.03125000000000001,0.03125000000000001,0.030273437500000003,0.06656334616245303,0.04271349393546496,0.06308810827652529,0.053138448017155275,0.046639527537519286,0.06213898627410658,0.07108554948738482,0.11911520922584293,0.12374989780960687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32142857142857145,1.0,0.38327142660613567,0.2546419098143236,0.4364336818932306,0.5197413674508186,0.9858072146658782,0.9581785665153391
hancock_in_2006,2006,3.3423781538397805,hancock,in_2006,0.029296874999999993,0.031250000000000014,0.029296875000000007,0.02929687499999999,0.03125000000000002,0.031249999999999993,0.03125000000000002,0.03125,0.03125000000000001,0.04996607968369226,0.05351598857809459,0.053323360240842735,0.0530662577391051,0.052464353134052955,0.06606866460884922,0.07549298618436655,0.11707681032128323,0.12239558805673448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010448410970831,0.35,0.3602525032651284,0.35393992163691773,0.26621680452764473,0.5300391815411406,0.6462644304073186,0.9872340425531915,0.9755458515283842
jo daviess_il_2013,2013,3.3423781538397805,jo daviess,il_2013,0.029296875000000028,0.03125000000000001,0.026367187500000045,0.02636718750000002,0.03125000000000002,0.03125000000000004,0.03125000000000002,0.030273437499999997,0.03124999999999999,0.062267611701749395,0.04715455264768423,0.052324506344736815,0.0506722067822052,0.048971279484479546,0.06047135329214649,0.06849180786741156,0.10718443211585406,0.11503714333191421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20812182741116753,0.29282840893327783,0.29130253849354976,0.2637426056846054,0.5054792620335692,0.5874949248883475,0.8244858254585881,0.9517900732302685
benton_ia_2006,2006,3.537406255371679,benton,ia_2006,0.028320312500000003,0.03124999999999997,0.02734374999999998,0.027343749999999993,0.031249999999999993,0.031249999999999972,0.031249999999999976,0.030273437500000014,0.03125000000000001,0.05008154323161177,0.05227242390763838,0.051596935217935465,0.050398499677040846,0.05200693843245504,0.058993582646101946,0.06805520417363048,0.11561768080103957,0.12105271484624473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2560246962756423,0.37890858394742083,0.34465245966938857,0.24220695149885468,0.5822115863994416,0.5212109141605258,1.0,1.0
greene_oh_2009,2009,3.5979322179160613,greene,oh_2009,0.029296875000000035,0.031249999999999993,0.02734375000000004,0.02832031249999996,0.03125000000000002,0.03125000000000003,0.03125000000000002,0.03125000000000001,0.03125,0.06313150610798426,0.05444915072759788,0.05047824509669517,0.057255560571869854,0.05138941057964822,0.05991325553485543,0.06973281635342007,0.11373697679370685,0.1074352018071071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2935994246673858,0.2980873330927463,1.0,0.24123524069028157,0.5212919523637676,0.6571634788884879,1.0,0.8121616744857452
caldwell_mo_2010,2010,2.8514453465353458,caldwell,mo_2010,0.025390624999999962,0.03124999999999999,0.02539062499999997,0.025390624999999976,0.031250000000000014,0.03124999999999992,0.031249999999999917,0.030273437499999993,0.028320312499999983,0.05784448866454633,0.052451279356679564,0.0618382345266136,0.05701192969672915,0.047113927002627294,0.06809281653963509,0.07977668986410705,0.1277371969884418,0.11762042298384964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544263342921061,0.5,0.465324384787472,0.3700862895493768,0.25212557226945714,0.5535206820334702,0.7044521629302178,1.0,0.9961649089165868
doniphan_ks_2014,2014,3.8064105333467118,doniphan,ks_2014,0.029296874999999924,0.031250000000000014,0.027343749999999962,0.027343749999999997,0.031250000000000014,0.031249999999999965,0.031249999999999976,0.031249999999999993,0.03125000000000001,0.056594130454905654,0.04400060171941422,0.056813439557207204,0.05285198474383075,0.0460048701074587,0.057459906451611774,0.07045982397074917,0.11423966748162914,0.11001939440333101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.23836724979174104,0.4550214183722037,0.39195621132793906,0.1933603046168491,0.3860066634935745,0.5515230842455974,0.9306765302469873,0.8831508805330794
chisago_mn_2005,2005,2.3537874322815355,chisago,mn_2005,0.027343750000000003,0.03124999999999998,0.0263671875,0.027343750000000007,0.03125000000000001,0.031249999999999948,0.031249999999999965,0.03125000000000001,0.03027343749999998,0.05688685399925748,0.050897209805124875,0.056020287548553135,0.056913127902144305,0.048257717021212794,0.060268310871678256,0.06992485121665672,0.12007536622616627,0.11147601049519831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.3,0.3785282258064516,0.4,0.246299585553582,0.3432459677419355,0.40725806451612906,1.0,1.0
washington_oh_2016,2016,3.066648768915372,washington,oh_2016,0.03125000000000001,0.03124999999999999,0.031249999999999948,0.03125000000000005,0.03125,0.03125000000000002,0.03124999999999999,0.030273437499999997,0.03125000000000001,0.055104078248349744,0.043009864291388394,0.05839823357232394,0.05626630344184305,0.04480707614550343,0.060860578621411435,0.07316074357821735,0.11238856129368487,0.11100954546348561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577586206896552,0.25862068965517243,0.34913793103448276,0.3577586206896552,0.2222222222222222,0.3620689655172414,0.47413793103448276,0.925764192139738,0.9224137931034483
fulton_in_2010,2010,3.389453902485411,fulton,in_2010,0.025390625,0.03125,0.02343750000000001,0.024414062500000003,0.031250000000000014,0.031249999999999986,0.03125000000000001,0.03124999999999999,0.029296875000000003,0.0641357413579243,0.04782067786112721,0.0562720325701249,0.05843773841721818,0.047443658637233335,0.06346072108684683,0.07514557468565077,0.12116996677451189,0.11703757384973534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25933609958506226,0.6666666666666666,1.0,0.2177956905906061,0.5168893559525597,0.6211394302848575,0.9939196525515743,0.8644880827462149
harrison_oh_2009,2009,2.7909193839909636,harrison,oh_2009,0.02734374999999999,0.03027343750000003,0.02734374999999999,0.027343750000000014,0.03125000000000001,0.03125000000000002,0.031249999999999997,0.029296875,0.029296874999999997,0.05911136727221049,0.05056603222408965,0.061715821450541115,0.06051362451219307,0.05058078073184624,0.06629994158874661,0.08046535838913813,0.1123362853851651,0.11282314261357178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32038834951456313,0.4,0.36893203883495146,0.42718446601941745,0.28125,0.4854368932038835,0.6796116504854369,0.9901960784313726,1.0
rice_ks_2005,2005,2.2865363627877775,rice,ks_2005,0.03027343749999996,0.03124999999999995,0.030273437499999944,0.030273437499999944,0.031249999999999986,0.03124999999999998,0.031249999999999986,0.031249999999999997,0.03125000000000001,0.05221753713452043,0.045834501187597,0.05765871378126505,0.0631391948495283,0.0568230975836895,0.05525092031383979,0.058250001969808354,0.11843718610820808,0.11961757996146642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25421293272371,0.26666666666666666,0.30450685826257345,0.37557152188112347,0.25473546701502287,0.3439174180060107,0.5711299804049641,1.0,0.8809928151534945
clay_ks_2007,2007,2.4210385017752936,clay,ks_2007,0.03125000000000002,0.03125000000000005,0.03125000000000005,0.031250000000000014,0.031250000000000035,0.03125000000000001,0.03125000000000002,0.03125000000000001,0.03125000000000001,0.05363368834093417,0.05503979984171079,0.062058204257144006,0.06008693360224995,0.057320683028110164,0.05694461768974547,0.06198431478199127,0.11945328439175364,0.12139413543345713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086131663820905,0.28685037913815425,0.75,0.3253652058432935,0.2824116885518772,0.3328840970350404,0.457787896034908,0.9544678429140581,0.9182156133828996
rolette_nd_2013,2013,2.2596359349902744,rolette,nd_2013,0.021484374999999993,0.031249999999999983,0.018554687500000014,0.020507812500000014,0.031249999999999997,0.031250000000000014,0.03125000000000003,0.030273437499999993,0.027343750000000003,0.05400747810676526,0.056579145564965655,0.052000452468598614,0.06522932749620114,0.04348789633124675,0.05141242692343406,0.06392090442651503,0.10974996357136112,0.10955898087522195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,1.0,1.0,0.20998475609756098,0.5044425817267393,0.6019279128248114,1.0,1.0
cavalier_nd_2016,2016,2.535365319914683,cavalier,nd_2016,0.03125000000000001,0.031249999999999993,0.02343750000000003,0.02539062500000005,0.03124999999999999,0.031249999999999983,0.03125000000000001,0.02832031249999998,0.028320312499999993,0.06765243322101078,0.04202115999217446,0.04911611053007106,0.05467550922363259,0.046883236086846136,0.059344288908874505,0.06633499601292504,0.10064914804257728,0.11025428445234257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22117879649079453,0.4131015493362923,1.0,0.21226668873898108,0.6008809847268536,0.7072699626022274,0.9465693430656934,0.9363057324840764
lincoln_ne_2013,2013,3.9207373514861006,lincoln,ne_2013,0.031250000000000035,0.031249999999999983,0.030273437500000052,0.031249999999999997,0.03125000000000003,0.031250000000000014,0.031250000000000056,0.031249999999999993,0.03124999999999999,0.03895891384423192,0.03399759494886137,0.04103733101457521,0.04084961633618617,0.04197498443191662,0.04361859530561988,0.05238749484558008,0.09387869697308247,0.09990377369196107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1617987946221604,0.22727272727272727,0.375,0.1886158126594018,0.22171998145572555,0.29902642559109877,0.6856745479833102,0.8012269938650307
washington_mn_2005,2005,3.093549196712875,washington,mn_2005,0.028320312499999983,0.031249999999999976,0.028320312500000007,0.028320312499999993,0.03124999999999995,0.03124999999999995,0.03124999999999999,0.030273437499999997,0.030273437499999993,0.06133930517701193,0.050894110936210185,0.06469333485545975,0.06461461552324317,0.050084248627290724,0.06024399081363925,0.06804798427763212,0.1147913836238104,0.10345498684109092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3380281690140845,1.0,1.0,0.2783945345858241,0.3832943013270882,0.4964871194379391,0.8844339622641509,1.0
knox_il_2005,2005,3.026298127219117,knox,il_2005,0.03125000000000005,0.03125000000000003,0.030273437500000017,0.0302734375,0.03124999999999999,0.03125000000000001,0.03125000000000001,0.03027343749999999,0.03125,0.04692402142813488,0.048080398584622486,0.04874101442884309,0.046853283287737184,0.04746242105220423,0.04847323939753124,0.05792332275649643,0.1124883784404001,0.10803022251611587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.29245585874799357,0.27191011235955054,0.2542372881355932,0.2283574103798823,0.5259497057249867,0.7393258426966293,0.9570893525949705,0.8133333333333334
hamilton_il_2005,2005,2.959047057725359,hamilton,il_2005,0.030273437499999938,0.03124999999999999,0.029296874999999955,0.03027343749999996,0.03124999999999999,0.031249999999999993,0.03124999999999996,0.029296874999999986,0.03125000000000001,0.053900381009334704,0.05147721989084076,0.05632887258790978,0.0637277572507661,0.05130815649160906,0.055162184632485865,0.06292690428319098,0.11653275977616165,0.12276770576605318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33305084745762714,0.24639830508474575,0.3822033898305085,1.0,0.23085061362674567,0.32465543644716693,0.5213983050847457,0.9752118644067796,1.0
ottawa_ks_2007,2007,1.7485278068377121,ottawa,ks_2007,0.03125,0.03125000000000001,0.031250000000000035,0.031249999999999983,0.031249999999999993,0.03124999999999997,0.03125000000000001,0.031249999999999993,0.031249999999999993,0.04620800619622958,0.045774826883802855,0.05143830126920427,0.05428054508500219,0.04757250679829825,0.04985351739597146,0.056227019937263,0.11459506353085183,0.11473009617097185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20755575785161584,0.23076923076923078,0.3076923076923077,0.2947200728265817,0.1984304932735426,0.38305625142336597,0.4613108784706418,0.854574419663177,0.9167045971779699
johnson_ar_2008,2008,1.9166554805721074,johnson,ar_2008,0.03124999999999998,0.03124999999999999,0.031249999999999962,0.03125,0.03124999999999999,0.031250000000000014,0.031249999999999983,0.031249999999999993,0.031249999999999965,0.05256357371776886,0.041671553825448945,0.06135772422224797,0.05983012096515736,0.04321622579886918,0.05183759208030427,0.0593084845645153,0.1094082296188277,0.10615175106462693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079470198675497,0.23255813953488372,0.3609271523178808,0.3609271523178808,0.2119205298013245,0.28903654485049834,0.31788079470198677,0.7873754152823921,0.7840531561461794
putnam_mo_2008,2008,1.8494044110783494,putnam,mo_2008,0.026367187500000007,0.03125,0.026367187500000017,0.026367187499999997,0.03125000000000001,0.03125000000000004,0.031249999999999993,0.03125,0.03027343750000001,0.05484958152691055,0.047852529855276105,0.05993706041264426,0.05584030676622205,0.045590871230505814,0.06799305414487505,0.0803025210227341,0.12425953655000047,0.11015316316974212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988355167394469,0.5,0.4585152838427948,0.37554585152838427,0.2590975254730713,0.5633187772925764,0.8457059679767104,0.982839313572543,1.0
rice_ks_2014,2014,2.118408689053382,rice,ks_2014,0.03027343750000005,0.031250000000000056,0.030273437500000066,0.030273437500000087,0.03125000000000004,0.031250000000000014,0.03125000000000007,0.03125000000000002,0.031249999999999997,0.045063315688652295,0.04797838849964576,0.05172872825822382,0.051430451804322305,0.04992668051294039,0.05037994593396164,0.05305442876984999,0.11076237432756811,0.12529751871333028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941020191285866,0.3333333333333333,0.25823591923485656,0.30300212539851223,0.23791179596174283,0.45444872988429313,0.4338469713071201,0.8299681190223167,0.9745657568238213
jefferson_in_2011,2011,2.7303934214465815,jefferson,in_2011,0.02832031249999997,0.03124999999999999,0.02734374999999997,0.028320312500000007,0.031249999999999993,0.031250000000000014,0.03125000000000002,0.0302734375,0.03125000000000001,0.05081610553076556,0.052047398139357846,0.05654233436712185,0.054605144295437925,0.049052811447274476,0.05519565735693537,0.0665567391007026,0.11946485221144383,0.11453093006396768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.25668449197860965,0.6666666666666666,0.6666666666666666,0.225,0.3680943513345748,0.48541278708876473,0.976,0.8876474239602731
russell_ks_2014,2014,1.3988222454701698,russell,ks_2014,0.03125000000000003,0.031250000000000014,0.031250000000000035,0.03125000000000002,0.031250000000000014,0.03125000000000004,0.03125000000000002,0.03125,0.03125000000000002,0.04550457971806989,0.04857880600219588,0.05244446294546704,0.053111735116093864,0.051023937423079445,0.04886119058330797,0.049016668868363596,0.10992750666417063,0.12171029937854057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23128679562657695,0.24978973927670312,0.28259041211101765,0.2590412111017662,0.2253994953742641,0.23549201009251472,0.27249789739276703,0.9201009251471826,0.9032800672834315
marion_mo_2005,2005,2.3874129670284145,marion,mo_2005,0.030273437500000035,0.03125000000000001,0.030273437499999993,0.0302734375,0.03125000000000001,0.031250000000000014,0.03125000000000002,0.030273437500000017,0.03124999999999999,0.048041941370305714,0.044269186239737,0.05186110673703864,0.05156202911657106,0.046113437960792834,0.0559315040028831,0.06400657853149234,0.11259814359056398,0.11271391982006379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24660889223813112,0.22167766258246938,0.28315749811605123,0.26657874905802564,0.21373471307619943,0.49849284099472496,0.698756593820648,0.9206857573474001,0.8438206480783723
carroll_mo_2012,2012,2.199109972445892,carroll,mo_2012,0.03125000000000004,0.03125000000000002,0.031250000000000076,0.03124999999999998,0.031249999999999986,0.03124999999999994,0.03125000000000006,0.031249999999999997,0.03124999999999999,0.05286890088621514,0.04102759765847302,0.0593158710544445,0.05420061464619899,0.0387542908892655,0.050189763946662594,0.062307419321312806,0.12003942014672252,0.10226704725971995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255382331106162,0.18090165493627544,0.36572011878247956,0.31071925754060326,0.16545988258317026,0.2868305698494378,0.43359048238683895,0.9283593170007424,0.8367196158108607
carroll_in_2009,2009,3.6315577526629403,carroll,in_2009,0.030273437500000014,0.03124999999999999,0.030273437500000014,0.030273437500000003,0.03125000000000002,0.031250000000000056,0.03125000000000001,0.031249999999999997,0.031250000000000014,0.049609636416555546,0.050685286594068686,0.05564665924305831,0.04906886021052675,0.04848988370630337,0.058217158625009244,0.07068304509783023,0.12332658060175183,0.1262357094669716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3702783300198807,0.3036779324055666,0.5,0.3268147166058999,0.2369118621603711,0.40291583830351224,0.6658383035122598,0.873426110006627,1.0
wilkin_mn_2009,2009,1.9502810153189867,wilkin,mn_2009,0.01953125000000001,0.031249999999999993,0.018554687499999965,0.019531249999999997,0.03125,0.031249999999999972,0.031249999999999962,0.029296874999999997,0.02734374999999999,0.04062082250878127,0.04818786233927629,0.044984615248494855,0.04386349539481983,0.04483742039392638,0.0646257137733905,0.07477117078779698,0.11372386121703022,0.11858981473307816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23782252989301447,0.4444444444444444,0.29628697293895534,0.27035871617369417,0.337217951896851,0.5710509754562618,0.7292636878539962,0.9483282674772037,1.0
vigo_in_2005,2005,3.2684019773966466,vigo,in_2005,0.03027343750000004,0.03125000000000002,0.02929687500000001,0.03027343750000005,0.03125000000000003,0.03125000000000003,0.03125000000000003,0.03125,0.03125000000000001,0.047759675010203305,0.04946162253869296,0.04982830130751187,0.057939518364646884,0.04836244592035167,0.05121321014748874,0.06099496618539278,0.1122751997987115,0.102537539805747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24277095901809861,0.2758477220719784,0.2735593925525276,1.0,0.23777824006656958,0.47555648013313917,0.703141252340337,0.9635947576451009,0.721602101116218
